"Statistic Label","Quarter","Domestic","Region of Residence","UNIT","VALUE"
"Average Length of Stay by Irish Residents","2015Q3","Domestic","Midland","Nights per Trip",""
"Average Length of Stay by Irish Residents","2015Q3","Domestic","West","Nights per Trip",""
"Average Length of Stay by Irish Residents","2015Q3","Domestic","Southern and Eastern","Nights per Trip","3.9"
"Average Length of Stay by Irish Residents","2015Q3","Domestic","Dublin","Nights per Trip",""
"Average Length of Stay by Irish Residents","2015Q3","Domestic","Mid-East","Nights per Trip",""
"Average Length of Stay by Irish Residents","2015Q3","Domestic","Mid-West","Nights per Trip",""
"Average Length of Stay by Irish Residents","2015Q3","Domestic","South-East","Nights per Trip",""
"Average Length of Stay by Irish Residents","2015Q3","Domestic","South-West","Nights per Trip",""
"Average Length of Stay by Irish Residents","2015Q3","Outbound","State","Nights per Trip","9.5"
"Average Length of Stay by Irish Residents","2015Q3","Outbound","Border, Midland and Western","Nights per Trip","9.6"
"Average Length of Stay by Irish Residents","2015Q3","Outbound","Border","Nights per Trip",""
"Average Length of Stay by Irish Residents","2015Q3","Outbound","Midland","Nights per Trip",""
"Average Length of Stay by Irish Residents","2015Q3","Outbound","West","Nights per Trip",""
"Average Length of Stay by Irish Residents","2015Q3","Outbound","Southern and Eastern","Nights per Trip","9.5"
"Average Length of Stay by Irish Residents","2015Q3","Outbound","Dublin","Nights per Trip",""
"Average Length of Stay by Irish Residents","2015Q3","Outbound","Mid-East","Nights per Trip",""
"Average Length of Stay by Irish Residents","2015Q3","Outbound","Mid-West","Nights per Trip",""
"Average Length of Stay by Irish Residents","2015Q3","Outbound","South-East","Nights per Trip",""
"Average Length of Stay by Irish Residents","2015Q3","Outbound","South-West","Nights per Trip",""
"Average Length of Stay by Irish Residents","2015Q4","Domestic","State","Nights per Trip","2.2"
"Average Length of Stay by Irish Residents","2015Q4","Domestic","Border, Midland and Western","Nights per Trip","2.2"
"Average Length of Stay by Irish Residents","2015Q4","Domestic","Border","Nights per Trip",""
"Average Length of Stay by Irish Residents","2015Q4","Domestic","Midland","Nights per Trip",""
"Average Length of Stay by Irish Residents","2015Q4","Domestic","West","Nights per Trip",""
"Average Length of Stay by Irish Residents","2015Q4","Domestic","Southern and Eastern","Nights per Trip","2.1"
"Average Length of Stay by Irish Residents","2015Q4","Domestic","Dublin","Nights per Trip",""
"Average Length of Stay by Irish Residents","2015Q4","Domestic","Mid-East","Nights per Trip",""
"Average Length of Stay by Irish Residents","2015Q4","Domestic","Mid-West","Nights per Trip",""
"Average Length of Stay by Irish Residents","2015Q4","Domestic","South-East","Nights per Trip",""
"Average Length of Stay by Irish Residents","2015Q4","Domestic","South-West","Nights per Trip",""
"Average Length of Stay by Irish Residents","2015Q4","Outbound","State","Nights per Trip","6"
"Average Length of Stay by Irish Residents","2015Q4","Outbound","Border, Midland and Western","Nights per Trip","5.4"
"Average Length of Stay by Irish Residents","2015Q4","Outbound","Border","Nights per Trip",""
"Average Length of Stay by Irish Residents","2015Q4","Outbound","Midland","Nights per Trip",""
"Average Length of Stay by Irish Residents","2015Q4","Outbound","West","Nights per Trip",""
"Average Length of Stay by Irish Residents","2015Q4","Outbound","Southern and Eastern","Nights per Trip","6.2"
"Average Length of Stay by Irish Residents","2015Q4","Outbound","Dublin","Nights per Trip",""
"Average Length of Stay by Irish Residents","2015Q4","Outbound","Mid-East","Nights per Trip",""
"Average Length of Stay by Irish Residents","2015Q4","Outbound","Mid-West","Nights per Trip",""
"Average Length of Stay by Irish Residents","2015Q4","Outbound","South-East","Nights per Trip",""
"Average Length of Stay by Irish Residents","2015Q4","Outbound","South-West","Nights per Trip",""
"Average Length of Stay by Irish Residents","2016Q1","Domestic","State","Nights per Trip","2.2"
"Average Length of Stay by Irish Residents","2016Q1","Domestic","Border, Midland and Western","Nights per Trip","2.1"
"Average Length of Stay by Irish Residents","2016Q1","Domestic","Border","Nights per Trip",""
"Average Length of Stay by Irish Residents","2016Q1","Domestic","Midland","Nights per Trip",""
"Average Length of Stay by Irish Residents","2016Q1","Domestic","West","Nights per Trip",""
"Average Length of Stay by Irish Residents","2016Q1","Domestic","Southern and Eastern","Nights per Trip","2.2"
"Average Length of Stay by Irish Residents","2016Q1","Domestic","Dublin","Nights per Trip",""
"Average Length of Stay by Irish Residents","2016Q1","Domestic","Mid-East","Nights per Trip",""
"Average Length of Stay by Irish Residents","2016Q1","Domestic","Mid-West","Nights per Trip",""
"Average Length of Stay by Irish Residents","2016Q1","Domestic","South-East","Nights per Trip",""
"Average Length of Stay by Irish Residents","2016Q1","Domestic","South-West","Nights per Trip",""
"Average Length of Stay by Irish Residents","2016Q1","Outbound","State","Nights per Trip","7.1"
"Average Length of Stay by Irish Residents","2016Q1","Outbound","Border, Midland and Western","Nights per Trip","7.6"
"Average Length of Stay by Irish Residents","2016Q1","Outbound","Border","Nights per Trip",""
"Average Length of Stay by Irish Residents","2016Q1","Outbound","Midland","Nights per Trip",""
"Average Length of Stay by Irish Residents","2016Q1","Outbound","West","Nights per Trip",""
"Average Length of Stay by Irish Residents","2016Q1","Outbound","Southern and Eastern","Nights per Trip","7"
"Average Length of Stay by Irish Residents","2016Q1","Outbound","Dublin","Nights per Trip",""
"Average Length of Stay by Irish Residents","2016Q1","Outbound","Mid-East","Nights per Trip",""
"Average Length of Stay by Irish Residents","2016Q1","Outbound","Mid-West","Nights per Trip",""
"Average Length of Stay by Irish Residents","2016Q1","Outbound","South-East","Nights per Trip",""
"Average Length of Stay by Irish Residents","2016Q1","Outbound","South-West","Nights per Trip",""
"Average Length of Stay by Irish Residents","2016Q2","Domestic","State","Nights per Trip","2.4"
"Average Length of Stay by Irish Residents","2016Q2","Domestic","Border, Midland and Western","Nights per Trip","2.3"
"Average Length of Stay by Irish Residents","2016Q2","Domestic","Border","Nights per Trip",""
"Average Length of Stay by Irish Residents","2016Q2","Domestic","Midland","Nights per Trip",""
"Average Length of Stay by Irish Residents","2016Q2","Domestic","West","Nights per Trip",""
"Average Length of Stay by Irish Residents","2016Q2","Domestic","Southern and Eastern","Nights per Trip","2.4"
"Average Length of Stay by Irish Residents","2016Q2","Domestic","Dublin","Nights per Trip",""
"Average Length of Stay by Irish Residents","2016Q2","Domestic","Mid-East","Nights per Trip",""
"Average Length of Stay by Irish Residents","2016Q2","Domestic","Mid-West","Nights per Trip",""
"Average Length of Stay by Irish Residents","2016Q2","Domestic","South-East","Nights per Trip",""
"Average Length of Stay by Irish Residents","2016Q2","Domestic","South-West","Nights per Trip",""
"Average Length of Stay by Irish Residents","2016Q2","Outbound","State","Nights per Trip","7"
"Average Length of Stay by Irish Residents","2016Q2","Outbound","Border, Midland and Western","Nights per Trip","8"
"Average Length of Stay by Irish Residents","2016Q2","Outbound","Border","Nights per Trip",""
"Average Length of Stay by Irish Residents","2016Q2","Outbound","Midland","Nights per Trip",""
"Average Length of Stay by Irish Residents","2016Q2","Outbound","West","Nights per Trip",""
"Average Length of Stay by Irish Residents","2016Q2","Outbound","Southern and Eastern","Nights per Trip","6.8"
"Average Length of Stay by Irish Residents","2016Q2","Outbound","Dublin","Nights per Trip",""
"Average Length of Stay by Irish Residents","2016Q2","Outbound","Mid-East","Nights per Trip",""
"Average Length of Stay by Irish Residents","2016Q2","Outbound","Mid-West","Nights per Trip",""
"Average Length of Stay by Irish Residents","2016Q2","Outbound","South-East","Nights per Trip",""
"Average Length of Stay by Irish Residents","2016Q2","Outbound","South-West","Nights per Trip",""
"Average Length of Stay by Irish Residents","2016Q3","Domestic","State","Nights per Trip","3.6"
"Average Length of Stay by Irish Residents","2016Q3","Domestic","Border, Midland and Western","Nights per Trip","3.3"
"Average Length of Stay by Irish Residents","2016Q3","Domestic","Border","Nights per Trip",""
"Average Length of Stay by Irish Residents","2016Q3","Domestic","Midland","Nights per Trip",""
"Average Length of Stay by Irish Residents","2016Q3","Domestic","West","Nights per Trip",""
"Average Length of Stay by Irish Residents","2016Q3","Domestic","Southern and Eastern","Nights per Trip","3.8"
"Average Length of Stay by Irish Residents","2016Q3","Domestic","Dublin","Nights per Trip",""
"Average Length of Stay by Irish Residents","2016Q3","Domestic","Mid-East","Nights per Trip",""
"Average Length of Stay by Irish Residents","2016Q3","Domestic","Mid-West","Nights per Trip",""
"Average Length of Stay by Irish Residents","2016Q3","Domestic","South-East","Nights per Trip",""
"Average Length of Stay by Irish Residents","2016Q3","Domestic","South-West","Nights per Trip",""
"Average Length of Stay by Irish Residents","2016Q3","Outbound","State","Nights per Trip","9.2"
"Average Length of Stay by Irish Residents","2016Q3","Outbound","Border, Midland and Western","Nights per Trip","9.1"
"Average Length of Stay by Irish Residents","2016Q3","Outbound","Border","Nights per Trip",""
"Average Length of Stay by Irish Residents","2016Q3","Outbound","Midland","Nights per Trip",""
"Average Length of Stay by Irish Residents","2016Q3","Outbound","West","Nights per Trip",""
"Average Length of Stay by Irish Residents","2016Q3","Outbound","Southern and Eastern","Nights per Trip","9.2"
"Average Length of Stay by Irish Residents","2016Q3","Outbound","Dublin","Nights per Trip",""
"Average Length of Stay by Irish Residents","2016Q3","Outbound","Mid-East","Nights per Trip",""
"Average Length of Stay by Irish Residents","2016Q3","Outbound","Mid-West","Nights per Trip",""
"Average Length of Stay by Irish Residents","2016Q3","Outbound","South-East","Nights per Trip",""
"Average Length of Stay by Irish Residents","2016Q3","Outbound","South-West","Nights per Trip",""
"Average Length of Stay by Irish Residents","2016Q4","Domestic","State","Nights per Trip","2.2"
"Average Length of Stay by Irish Residents","2016Q4","Domestic","Border, Midland and Western","Nights per Trip","2.1"
"Average Length of Stay by Irish Residents","2016Q4","Domestic","Border","Nights per Trip",""
"Average Length of Stay by Irish Residents","2016Q4","Domestic","Midland","Nights per Trip",""
"Average Length of Stay by Irish Residents","2016Q4","Domestic","West","Nights per Trip",""
"Average Length of Stay by Irish Residents","2016Q4","Domestic","Southern and Eastern","Nights per Trip","2.3"
"Average Length of Stay by Irish Residents","2016Q4","Domestic","Dublin","Nights per Trip",""
"Average Length of Stay by Irish Residents","2016Q4","Domestic","Mid-East","Nights per Trip",""
"Average Length of Stay by Irish Residents","2016Q4","Domestic","Mid-West","Nights per Trip",""
"Average Length of Stay by Irish Residents","2016Q4","Domestic","South-East","Nights per Trip",""
"Average Length of Stay by Irish Residents","2016Q4","Domestic","South-West","Nights per Trip",""
"Average Length of Stay by Irish Residents","2016Q4","Outbound","State","Nights per Trip","5.8"
"Average Length of Stay by Irish Residents","2016Q4","Outbound","Border, Midland and Western","Nights per Trip","5.7"
"Average Length of Stay by Irish Residents","2016Q4","Outbound","Border","Nights per Trip",""
"Average Length of Stay by Irish Residents","2016Q4","Outbound","Midland","Nights per Trip",""
"Average Length of Stay by Irish Residents","2016Q4","Outbound","West","Nights per Trip",""
"Average Length of Stay by Irish Residents","2016Q4","Outbound","Southern and Eastern","Nights per Trip","5.8"
"Average Length of Stay by Irish Residents","2016Q4","Outbound","Dublin","Nights per Trip",""
"Average Length of Stay by Irish Residents","2016Q4","Outbound","Mid-East","Nights per Trip",""
"Average Length of Stay by Irish Residents","2016Q4","Outbound","Mid-West","Nights per Trip",""
"Average Length of Stay by Irish Residents","2016Q4","Outbound","South-East","Nights per Trip",""
"Average Length of Stay by Irish Residents","2016Q4","Outbound","South-West","Nights per Trip",""
"Average Length of Stay by Irish Residents","2017Q1","Domestic","State","Nights per Trip","2"
"Average Length of Stay by Irish Residents","2017Q1","Domestic","Border, Midland and Western","Nights per Trip","1.9"
"Average Length of Stay by Irish Residents","2017Q1","Domestic","Border","Nights per Trip",""
